transaction_id,store_id,sale_date,product_category,quantity,supplier,region,unit_cost,unit_price,inventory_level,labour_hours,labour_cost,revenue,gross_profit
T001462,S12,2025-02-28,Home,,BudgetSource,South,,80.58,92.0,4.72,101.71,,
T000235,S09,2025-01-15,Grocery,6,FreshFarm,East,7.82,13.01,76.0,3.91,112.78,78.06,31.14
T001876,S24,2025-03-21,Beauty,3,GlowWorks,West,20.61,47.83,7.0,4.55,143.19,143.49,81.66
T000450,S06,2025-04-27,Grocery,5,FreshFarm,East,7.75,10.11,39.0,4.71,129.03,50.55,11.8
T001982,S13,2025-03-18,Grocery,1,FreshFarm,East,8.03,12.31,38.0,4.34,95.04,12.31,4.28
T000128,S30,2025-05-30,Grocery,1,FreshFarm,West,7.59,11.98,0.0,4.9,151.44,11.98,4.39
T000309,S03,2025-05-11,Electronics,5,NorthStar,North,206.78,285.65,37.0,3.66,82.12,1428.25,394.35
T002213,S11,2025-05-26,Grocery,5,FreshFarm,South,6.58,10.13,17.0,3.95,107.16,50.65,17.75
T000886,S22,2025-05-18,Apparel,6,StyleHub,South,28.78,63.09,33.0,4.42,143.11,378.54,205.86
T001007,S28,2025-01-28,Grocery,3,FreshFarm,West,9.46,13.53,63.0,5.18,156.01,40.59,12.21
T000117,S14,2025-02-05,Electronic,3,NorthStar,West,208.65,298.85,47.0,4.45,110.7,896.55,270.6
T001669,S14,2025-03-18,Home,2,BudgetSource,West,51.98,94.88,1.0,4.69,125.92,189.76,85.8
T002785,S30,2025-03-23,Home,2,BudgetSource,West,51.91,98.53,63.0,5.13,169.25,197.06,93.24
T002349,S11,2025-05-08,Apparel,1,StyleHub,South,23.85,51.04,75.0,4.61,117.28,51.04,27.19
T002256,S24,2025-02-06,Home,1,BudgetSource,West,45.41,88.47,30.0,5.46,174.38,88.47,43.06
T000428,S06,2025-03-02,Grocery,1,FreshFarm,East,8.98,13.66,92.0,5.6,143.05,13.66,4.68
T001549,S21,2025-04-17,Home,3,BudgetSource,North,49.82,91.77,121.0,4.47,119.27,275.31,125.85
T000314,S17,2025-05-01,Electronics,10,NorthStar,North,242.79,303.43,115.0,4.53,112.73,3034.3,606.4
T001496,S16,2025-02-07,Electronics,2,NorthStar,South,219.8,313.11,,3.52,80.29,626.22,186.62
T002015,S12,2025-03-24,Sports,1,ActivePro,South,48.75,90.57,42.0,4.59,127.31,90.57,41.82
T001572,S22,2025-03-22,Apparel,1,StyleHub,South,32.13,69.74,140.0,4.34,117.63,69.74,37.61
T002680,S29,2025-01-12,Grocery,2,FreshFarm,West,6.59,10.78,45.0,5.08,121.19,21.56,8.38
T000412,S01,2025-02-25,Home,2,BudgetSource,East,43.56,70.61,29.0,3.93,78.82,141.22,54.1
T001844,S09,2025-03-23,Home,,BudgetSource,East,43.37,90.71,27.0,,152.86,,
T001643,S30,2025-03-19,Sports,2,ActivePro,West,65.07,126.0,5.0,3.96,123.29,252.0,121.86
T001415,S22,2025-02-03,Sports,1,ActivePro,South,60.31,109.77,155.0,5.11,137.02,109.77,49.46
T000198,S02,2025-06-19,Home,1,BudgetSource,South,48.43,90.83,96.0,3.66,98.14,90.83,42.4
T000354,S26,2025-05-07,Sports,2,ActivePro,West,47.22,96.19,23.0,5.78,190.68,192.38,97.94
T002105,S07,2025-03-19,Apparel,3,StyleHub,North,28.14,52.52,81.0,4.4,125.59,157.56,73.14
T001449,S05,2025-02-16,Sports,3,ActivePro,East,53.8,94.04,130.0,4.19,101.11,282.12,120.72
T002065,S08,2025-03-01,Home,2,BudgetSource,South,46.94,90.29,17.0,4.12,121.48,180.58,86.7
T002824,S13,2025-01-29,Apparel,,StyleHub,East,32.67,66.14,101.0,4.24,100.45,,
T002865,S21,2025-04-28,Sports,2,ActivePro,North,54.47,101.2,110.0,5.85,141.88,202.4,93.46
T000459,S13,,Apparel,10,StyleHub,East,29.16,65.19,83.0,4.83,120.48,651.9,360.3
T002328,S17,2025-03-01,Home,2,BudgetSource,North,50.91,100.34,60.0,3.86,110.22,200.68,98.86
T002479,S25,2025-04-02,Grocery,3,FreshFarm,West,7.04,11.17,2.0,3.22,103.38,33.51,12.39
T002528,S17,2025-02-21,Sports,2,ActivePro,North,56.29,111.69,37.0,5.11,99.03,223.38,110.8
T002885,S16,2025-03-18,Apparel,2,StyleHub,South,30.27,61.73,135.0,5.36,126.38,123.46,62.92
T001401,S21,2025-04-28,Grocery,5,FreshFarm,North,8.15,14.21,143.0,3.84,112.17,71.05,30.3
T001014,S05,2025-03-06,Electronics,4,NorthStar,East,237.27,291.71,24.0,4.06,119.23,1166.84,217.76
T000650,S03,2025-04-23,Apparel,1,StyleHub,North,22.16,45.31,113.0,2.95,80.17,45.31,23.15
T002770,S04,2025-03-31,Home,2,BudgetSource,East,39.19,66.57,27.0,6.5,146.11,133.14,54.76
T001349,S23,2025-06-02,Grocery,1,FreshFarm,South,8.3,13.83,135.0,3.76,102.73,13.83,5.53
T001800,S10,2025-06-11,Apparel,7,StyleHub,South,28.41,63.45,121.0,5.03,129.87,444.15,245.28
T000496,S12,2025-06-03,Grocery,2,FreshFarm,South,7.53,10.58,93.0,5.33,107.53,21.16,6.1
T002205,S19,2025-05-28,Electronics,1,NorthStar,South,235.65,310.77,107.0,5.23,103.55,310.77,75.12
T000985,S18,2025-05-29,Apparel,7,StyleHub,West,28.03,57.79,37.0,,181.48,404.53,208.32
T000593,S27,2025-04-22,Electronics,2,NorthStar,West,275.66,369.26,33.0,5.19,161.24,738.52,187.2
T002066,S08,2025-04-04,Grocery,2,FreshFarm,South,6.95,12.36,92.0,5.14,138.95,24.72,10.82
T001276,S16,2025-03-09,Electronics,1,NorthStar,South,207.89,272.64,33.0,3.74,88.6,272.64,64.75
T000820,S17,2025-04-04,Grocery,2,FreshFarm,North,8.44,11.77,25.0,4.04,116.06,23.54,6.66
T000313,S29,2025-04-03,Electronics,2,NorthStar,West,258.72,369.52,37.0,5.27,183.16,739.04,221.6
T001389,S03,2025-04-12,Electronics,2,NorthStar,North,279.81,373.66,58.0,4.39,111.09,747.32,187.7
T001327,S29,2025-05-08,Apparel,2,StyleHub,West,30.15,61.0,1.0,5.06,140.89,122.0,61.7
T001812,S28,2025-06-06,Electronics,,NorthStar,West,255.07,327.56,1.0,3.75,83.02,,
T002807,S13,2025-05-02,Electronics,1,NorthStar,East,265.2,338.13,142.0,3.96,94.73,338.13,72.93
T001655,S09,2025-05-10,Cosmetics,4,GlowWorks,East,16.97,38.0,126.0,3.97,88.49,152.0,84.12
T002803,S29,2025-05-09,Clothing,1,StyleHub,West,32.05,65.94,41.0,5.8,180.88,65.94,33.89
T000217,S04,2025-01-02,Apparel,7,StyleHub,East,30.64,61.82,102.0,3.35,99.86,432.74,218.26
T001019,S20,2025-01-08,Apparel,4,StyleHub,South,26.03,58.42,39.0,4.49,119.33,233.68,129.56
T000654,S05,2025-01-07,Home,1,BudgetSource,East,43.13,81.41,129.0,4.19,90.31,81.41,38.28
T001257,S28,2025-02-12,Grocery,4,FreshFarm,West,7.67,10.87,21.0,3.65,110.96,43.48,12.8
T001440,S08,2025-05-14,Beauty,1,GlowWorks,South,15.03,35.91,70.0,2.74,76.31,35.91,20.88
T002915,S04,2025-01-17,Electronics,1,NorthStar,East,196.4,295.5,62.0,4.34,110.3,295.5,99.1
T002414,S12,2025-05-21,Electronics,3,,South,238.78,323.11,122.0,5.64,140.82,969.33,252.99
T002316,S13,2025-01-18,Groceries,2,FreshFarm,East,7.13,11.95,,4.16,101.19,23.9,9.64
T002367,S18,2025-01-27,Food,2,FreshFarm,West,7.4,11.66,43.0,4.32,126.4,23.32,8.52
T002800,S28,2025-06-03,Electronics,2,NorthStar,West,320.55,384.55,22.0,4.62,139.22,769.1,128.0
T001929,S06,2025-04-19,Sports,1,ActivePro,East,54.13,109.51,59.0,4.41,100.08,109.51,55.38
T000311,S06,2025-04-06,Home,2,BudgetSource,East,47.9,85.53,30.0,4.59,121.63,171.06,75.26
T001815,S20,2025-05-04,Sports,3,ActivePro,South,49.87,103.38,157.0,4.36,101.8,310.14,160.53
T001629,S04,,Grocery,8,FreshFarm,East,8.85,13.28,125.0,5.5,138.79,106.24,35.44
T002854,S29,2025-02-18,Grocery,3,FreshFarm,West,7.78,12.84,21.0,4.39,124.33,38.52,15.18
T000779,S29,2025-06-27,Electronics,2,NorthStar,West,,424.67,50.0,3.8,108.95,849.34,
T000155,S21,2025-03-18,Electronics,1,NorthStar,North,233.92,314.82,99.0,5.12,164.02,314.82,80.9
T002520,S21,2025-05-20,Apparel,1,StyleHub,North,32.84,68.09,92.0,4.76,128.25,68.09,35.25
T000660,S01,2025-03-16,Sports,2,ActivePro,East,57.46,112.97,143.0,4.89,99.53,225.94,111.02
T001209,S19,2025-04-29,Home,3,BudgetSource,South,40.8,70.46,118.0,4.45,110.88,211.38,88.98
T001390,S02,2025-06-01,Apparel,6,StyleHub,South,24.4,52.33,145.0,4.13,100.72,313.98,167.58
T000778,S20,2025-06-27,Home,1,BudgetSource,South,47.08,95.52,30.0,4.45,109.67,95.52,48.44
T002687,S15,2025-04-28,Sports,2,ActivePro,East,51.62,93.39,31.0,4.4,121.99,186.78,83.54
T001129,S13,2025-05-19,Grocery,2,FreshFarm,East,5.82,9.15,150.0,5.56,142.19,18.3,6.66
T001919,S11,2025-03-04,Electronics,6,NorthStar,South,256.49,388.13,101.0,4.74,106.8,2328.78,789.84
T002325,S07,,Grocery,2,FreshFarm,North,8.97,14.46,50.0,3.71,82.82,28.92,10.98
T001958,S30,2025-04-19,Home,2,BudgetSource,West,45.86,85.34,,2.38,79.3,170.68,78.96
T001824,S04,2025-02-23,Electronics,1,NorthStar,East,203.59,267.97,56.0,4.83,105.17,267.97,64.38
T000194,S13,2025-04-20,Grocery,3,FreshFarm,East,9.13,12.14,49.0,5.86,148.39,36.42,9.03
T002647,S19,2025-01-18,Grocery,1,FreshFarm,South,10.31,16.29,20.0,3.34,62.91,16.29,5.98
T001899,S13,2025-03-08,Electronics,,NorthStar,East,225.15,293.78,51.0,5.4,154.74,,
T000990,S29,2025-02-17,Electronics,2,NorthStar,West,,240.73,4.0,4.77,159.1,481.46,
T001918,S21,2025-01-16,Beauty,2,GlowWorks,North,18.43,40.69,37.0,3.36,90.21,81.38,44.52
T000056,S11,2025-01-05,Home,4,BudgetSource,South,50.68,89.03,17.0,4.05,114.48,356.12,153.4
T002977,S12,2025-04-06,Grocery,3,FreshFarm,South,7.07,10.27,36.0,4.6,108.64,30.81,9.6
T000448,S30,2025-02-21,Apparel,3,StyleHub,West,31.31,51.83,9.0,4.37,130.9,155.49,61.56
T002362,S15,2025-05-03,Home,1,BudgetSource,East,43.14,83.34,98.0,4.38,108.4,83.34,40.2
T002786,S18,2025-03-10,Beauty,4,GlowWorks,West,20.55,47.84,8.0,6.33,186.04,191.36,109.16
T002697,S03,2025-03-06,Grocery,2,FreshFarm,North,7.35,12.95,17.0,4.48,126.8,25.9,11.2
T001926,S03,2025-02-24,Home,1,BudgetSource,North,41.73,77.83,136.0,5.75,157.35,77.83,36.1
T001590,S04,2025-02-10,Sports,1,ActivePro,East,57.83,102.42,13.0,6.34,155.31,102.42,44.59
T002513,S07,2025-04-15,Electronics,2,NorthStar,North,283.26,370.45,82.0,4.44,119.27,740.9,174.38
T000668,S22,2025-04-21,Home,1,BudgetSource,South,41.36,69.32,59.0,4.09,95.55,69.32,27.96
T002725,S15,2025-06-21,Sports,1,ActivePro,East,60.62,127.93,111.0,3.62,81.95,127.93,67.31
T002767,S20,2025-05-16,Home,3,BudgetSource,South,34.14,59.91,60.0,5.02,123.85,179.73,77.31
T001977,S20,2025-01-05,Grocery,1,FreshFarm,South,7.23,11.71,131.0,4.35,114.64,11.71,4.48
T001180,S29,2025-05-23,Electronics,1,NorthStar,West,210.82,265.65,43.0,3.1,101.51,265.65,54.83
T001845,S07,2025-05-11,Electronics,1,NorthStar,North,254.55,370.51,138.0,5.11,136.5,370.51,115.96
T000360,S14,2025-05-23,Apparel,1,StyleHub,West,33.04,70.28,16.0,4.73,136.72,70.28,37.24
T001464,S21,2025-03-10,Sports,1,ActivePro,North,58.63,107.95,80.0,4.69,117.48,107.95,49.32
T000731,S06,2025-01-19,Electronics,3,,East,230.18,338.71,12.0,3.76,91.13,1016.13,325.59
T002111,S11,2025-06-04,Electronics,3,NorthStar,South,223.62,301.78,31.0,5.26,137.95,905.34,234.48
T000599,S02,2025-01-04,Electronics,1,NorthStar,South,217.09,270.97,124.0,,64.93,270.97,53.88
T002090,S25,2025-05-07,Grocery,2,FreshFarm,West,8.1,13.68,18.0,5.01,146.69,27.36,11.16
T000902,S21,2025-05-03,Electronic,4,NorthStar,North,305.7,421.24,139.0,5.01,155.5,1684.96,462.16
T001675,S24,2025-01-08,Electronics,2,NorthStar,West,191.41,245.27,38.0,2.91,73.02,490.54,107.72
T002609,S12,2025-06-09,Grocery,2,FreshFarm,South,7.39,10.85,86.0,4.41,137.27,21.7,6.92
T002463,S17,2025-06-08,Beauty,1,GlowWorks,North,15.63,38.5,147.0,5.08,122.37,38.5,22.87
T000854,S18,2025-02-21,Electronics,3,NorthStar,West,225.2,305.7,64.0,3.54,89.84,917.1,241.5
T002739,S11,2025-04-30,Sporting Goods,1,ActivePro,South,54.41,111.54,103.0,5.42,119.52,111.54,57.13
T001393,S06,2025-01-24,Beauty,1,GlowWorks,East,15.26,33.81,40.0,4.01,105.64,33.81,18.55
T002240,S18,2025-06-11,Home,6,BudgetSource,West,43.11,88.11,42.0,4.58,102.88,528.66,270.0
T001279,S06,2025-05-04,Sports,5,ActivePro,East,53.08,98.42,127.0,6.8,169.92,492.1,226.7
T002613,S01,2025-06-10,Sports,8,ActivePro,East,55.14,114.6,130.0,5.55,125.0,916.8,475.68
T002529,S23,2025-04-07,Sports,2,ActivePro,South,46.78,86.54,120.0,5.52,131.88,173.08,79.52
T001204,S12,2025-04-19,Grocery,5,FreshFarm,South,8.62,12.34,133.0,3.91,91.97,61.7,18.6
T000572,S03,2025-03-13,Electronic,2,NorthStar,North,251.26,333.18,138.0,3.73,89.04,666.36,163.84
T001657,S07,2025-03-19,Apparel,3,StyleHub,North,26.52,59.0,77.0,3.56,75.72,177.0,97.44
T001578,S29,2025-06-28,Home,2,BudgetSource,West,35.31,67.45,38.0,4.31,133.54,134.9,64.28
T002813,S07,2025-01-05,Home,2,BudgetSource,North,52.88,97.98,73.0,4.24,105.23,195.96,90.2
T001959,S21,2025-02-11,Beauty,1,GlowWorks,North,19.99,46.41,137.0,4.81,137.18,46.41,26.42
T001017,S12,,Grocery,1,FreshFarm,South,9.04,12.45,91.0,4.47,101.62,12.45,3.41
T001832,S07,2025-05-10,Electronics,4,NorthStar,North,204.52,268.51,76.0,4.86,113.66,1074.04,255.96
T002580,S19,2025-01-21,Beauty,6,GlowWorks,South,17.38,41.36,87.0,3.55,93.93,248.16,143.88
T001002,S26,2025-03-11,Apparel,6,StyleHub,West,28.25,62.18,1.0,6.16,172.82,373.08,203.58
T002549,S05,2025-05-02,Electronics,3,NorthStar,East,279.13,367.4,67.0,3.23,82.58,1102.2,264.81
T001937,S15,2025-04-29,Grocery,4,FreshFarm,East,7.99,11.61,45.0,3.31,75.35,46.44,14.48
T001668,S17,2025-05-17,Groceries,2,FreshFarm,North,8.07,13.69,122.0,2.49,69.55,27.38,11.24
T001701,S09,2025-05-29,Electronics,1,NorthStar,East,287.3,395.56,28.0,2.98,65.73,395.56,108.26
T001820,S09,2025-03-02,Home,3,BudgetSource,East,55.31,106.69,125.0,5.73,129.38,320.07,154.14
T002212,S11,2025-05-28,Home,2,BudgetSource,South,45.33,81.8,99.0,3.95,107.03,163.6,72.94
T002748,S24,,Grocery,3,FreshFarm,West,8.39,13.4,16.0,4.67,115.38,40.2,15.03
T000937,S13,2025-06-03,Sports,1,ActivePro,East,44.87,96.9,20.0,4.61,125.32,96.9,52.03
T001222,S20,2025-02-26,Electronics,1,NorthStar,South,229.21,328.21,147.0,2.94,65.84,328.21,99.0
T001237,S13,2025-01-12,Home,1,BudgetSource,East,53.7,95.68,101.0,4.38,106.82,95.68,41.98
T002677,S09,2025-04-13,Grocery,1,FreshFarm,East,9.19,14.75,118.0,5.87,115.59,14.75,5.56
T001125,S14,2025-06-18,Electronics,1,NorthStar,West,310.06,384.85,,5.5,163.45,384.85,74.79
T002908,S23,2025-04-17,Home Goods,4,BudgetSource,South,45.88,87.32,111.0,4.26,102.42,349.28,165.76
T001138,S27,2025-04-07,Grocery,2,FreshFarm,West,7.77,11.15,8.0,5.46,160.21,22.3,6.76
T001266,S28,2025-05-13,Apparel,3,StyleHub,West,32.63,74.57,29.0,6.11,188.36,223.71,125.82
T001780,S10,2025-04-11,Electronics,2,NorthStar,South,240.18,342.66,154.0,5.16,144.08,685.32,204.96
T000219,S14,2025-05-07,Grocery,2,FreshFarm,West,8.21,11.88,20.0,4.46,142.32,23.76,7.34
T000002,S29,2025-01-07,Electronics,1,NorthStar,West,219.32,298.13,12.0,5.29,157.91,298.13,78.81
T001361,S12,2025-01-06,Apparel,,StyleHub,South,27.65,55.39,57.0,3.77,88.55,,
T000519,S16,2025-06-21,Electronics,4,NorthStar,South,256.05,337.72,65.0,4.27,117.19,1350.88,326.68
T002760,S10,2025-01-16,Sports,1,ActivePro,South,57.67,107.2,56.0,5.66,174.61,107.2,49.53
T001366,S28,2025-04-30,Home,5,BudgetSource,West,40.94,75.71,38.0,3.31,91.44,378.55,173.85
T000201,S14,2025-03-21,Grocery,1,FreshFarm,West,8.44,13.41,33.0,2.89,94.93,13.41,4.97
T000666,S28,2025-03-16,Grocery,4,FreshFarm,West,7.02,10.82,29.0,4.76,137.43,43.28,15.2
T001492,S11,2025-05-28,Food,2,FreshFarm,South,7.0,10.62,24.0,3.48,79.84,21.24,7.24
T000353,S01,2025-03-19,Sports,5,ActivePro,East,59.74,114.65,85.0,4.05,95.44,573.25,274.55
T000303,S13,2025-06-07,Electronics,4,NorthStar,East,286.82,418.59,83.0,4.71,135.81,1674.36,527.08
T001067,S11,2025-06-19,Home,2,BudgetSource,South,43.55,77.14,127.0,5.87,122.25,154.28,67.18
T000417,S18,2025-04-09,Apparel,7,StyleHub,West,24.6,58.2,28.0,5.67,191.01,407.4,235.2
T000991,S29,2025-02-20,Home,1,BudgetSource,West,42.76,81.42,62.0,4.49,123.21,81.42,38.66
T001136,S14,2025-04-28,Grocery,1,FreshFarm,West,7.94,12.29,28.0,3.2,97.03,12.29,4.35
T002025,S26,2025-04-12,Electronics,4,NorthStar,West,223.36,279.28,33.0,2.81,82.41,1117.12,223.68
T002127,S21,2025-06-25,Sports,4,ActivePro,North,51.84,107.09,11.0,4.53,106.5,428.36,221.0
T000872,S18,2025-05-22,Home,2,BudgetSource,West,46.97,82.74,35.0,3.24,107.57,165.48,71.54
T000667,S19,2025-05-28,Beauty,3,GlowWorks,South,19.78,46.29,136.0,,92.74,138.87,79.53
T000229,S22,2025-06-10,Grocery,2,FreshFarm,South,8.22,13.79,40.0,3.54,107.32,27.58,11.14
T002703,S28,2025-04-24,Electronics,2,NorthStar,West,267.98,317.6,57.0,4.74,176.05,635.2,99.24
T002779,S30,2025-05-29,Home,1,BudgetSource,West,41.94,78.8,63.0,4.89,143.92,78.8,36.86
T001380,S23,2025-02-02,Grocery,2,FreshFarm,South,7.8,11.22,35.0,3.91,112.04,22.44,6.84
T000855,S21,2025-05-09,Apparel,1,StyleHub,North,29.96,57.72,135.0,4.73,137.34,57.72,27.76
T000747,S20,2025-06-02,Sports,,ActivePro,South,50.92,93.79,151.0,5.63,151.12,,
T000329,S17,2025-04-11,Electronic,5,NorthStar,North,210.05,270.89,58.0,3.69,68.77,1354.45,304.2
T000144,S18,2025-02-13,Home,1,,West,49.48,95.16,35.0,4.12,118.0,95.16,45.68
T002076,S03,2025-05-24,Beauty,3,GlowWorks,North,15.68,35.41,23.0,5.42,135.8,106.23,59.19
T000788,S13,2025-03-06,Home,1,BudgetSource,East,39.62,77.87,13.0,3.82,116.36,77.87,38.25
T001770,S29,2025-03-19,Electronics,2,NorthStar,West,250.25,331.28,57.0,4.07,90.16,662.56,162.06
T002106,S26,2025-01-04,Apparel,4,StyleHub,West,34.36,68.97,15.0,3.56,115.96,275.88,138.44
T001287,S18,2025-03-25,Apparel,2,StyleHub,West,20.3,41.06,54.0,3.45,105.48,82.12,41.52
T002563,S01,2025-03-06,Grocery,3,FreshFarm,East,7.2,11.77,151.0,6.06,168.21,35.31,13.71
T000975,S13,2025-05-25,Electronics,1,NorthStar,East,272.32,303.8,144.0,5.47,134.14,303.8,31.48
T001663,S02,2025-05-09,Electronics,10,NorthStar,South,281.4,341.72,115.0,3.34,81.35,3417.2,603.2
T001612,S28,2025-04-15,Electronics,2,NorthStar,West,242.86,306.87,58.0,6.02,152.79,613.74,128.02
T001970,S07,2025-05-06,Apparel,3,StyleHub,North,31.16,69.57,74.0,3.94,105.18,208.71,115.23
T000136,S15,2025-04-14,Electronics,4,NorthStar,East,251.65,337.81,56.0,3.48,90.45,1351.24,344.64
T002040,S08,2025-06-09,Electronics,3,NorthStar,South,312.21,380.59,139.0,5.16,119.79,1141.77,205.14
T001750,S15,2025-06-26,Home,8,BudgetSource,East,42.49,82.06,51.0,3.3,79.2,656.48,316.56
T000148,S20,2025-05-12,Beauty,3,GlowWorks,South,17.61,41.21,,4.63,81.63,123.63,70.8
T001583,S01,2025-02-07,Grocery,6,FreshFarm,East,8.04,12.33,115.0,4.88,126.86,73.98,25.74
T001153,S30,2025-04-15,Electronics,4,NorthStar,West,237.76,275.67,15.0,4.85,163.49,1102.68,151.64
T001018,S15,2025-05-16,Apparel,3,StyleHub,East,29.23,60.48,150.0,6.47,159.71,181.44,93.75
T001836,S05,2025-03-04,Beauty,2,GlowWorks,East,13.95,29.88,128.0,3.22,69.51,59.76,31.86
T002710,S29,2025-04-09,Home,2,BudgetSource,West,47.09,79.63,31.0,5.2,146.11,159.26,65.08
T000728,S26,2025-06-05,Grocery,,FreshFarm,West,7.62,11.66,5.0,4.32,140.53,,
T000069,S09,2025-02-09,Electronics,,NorthStar,East,219.13,292.42,12.0,4.55,117.67,,
T000717,S14,2025-01-04,Sports,5,ActivePro,West,57.43,115.94,29.0,5.02,139.96,579.7,292.55
T002868,S10,2025-05-06,Grocery,3,FreshFarm,South,7.17,10.4,63.0,3.08,74.47,31.2,9.69
T000742,S16,2025-04-03,Home,2,BudgetSource,South,44.57,87.88,148.0,4.23,102.93,175.76,86.62
T002878,S19,2025-01-28,Grocery,4,FreshFarm,South,7.94,12.16,11.0,4.4,121.27,48.64,16.88
T000190,S19,2025-04-06,Apparel,7,StyleHub,South,30.43,63.94,42.0,3.27,88.94,447.58,234.57
T000389,S04,2025-06-02,Beauty,7,GlowWorks,East,15.91,37.04,12.0,3.96,111.2,259.28,147.91
T001681,S20,2025-04-11,Apparel,4,StyleHub,South,29.03,61.31,137.0,4.22,96.32,245.24,129.12
T001011,S05,2025-04-30,Electronics,3,NorthStar,East,258.45,360.9,16.0,5.17,132.98,1082.7,307.35
T001302,S23,2025-02-07,Electronics,1,NorthStar,South,212.85,286.33,20.0,5.29,120.58,286.33,73.48
T001454,S14,2025-03-18,Grocery,3,FreshFarm,West,7.75,11.1,0.0,4.07,145.16,33.3,10.05
T001495,S19,2025-01-26,Electronics,2,NorthStar,South,220.13,302.03,146.0,4.87,106.4,604.06,163.8
T001360,S30,2025-01-25,Electronics,2,,West,202.84,277.91,15.0,2.59,78.12,555.82,150.14
T001950,S28,2025-02-26,Grocery,2,FreshFarm,West,7.4,11.16,56.0,5.09,129.71,22.32,7.52
T002883,S28,2025-06-28,Electronics,2,NorthStar,West,288.88,402.85,26.0,4.3,121.56,805.7,227.94
T001323,S20,2025-01-17,Home,3,BudgetSource,South,42.49,84.73,19.0,5.14,133.64,254.19,126.72
T000618,S02,2025-02-13,Apparel,1,StyleHub,South,26.37,52.5,36.0,4.31,85.75,52.5,26.13
T000961,S18,2025-01-18,Apparel,1,StyleHub,West,23.71,50.33,28.0,2.47,78.02,50.33,26.62
T000546,S26,2025-06-19,Sports,3,ActivePro,West,56.19,119.47,35.0,2.99,104.86,358.41,189.84
T000726,S17,2025-06-18,Apparel,1,StyleHub,North,25.99,59.72,126.0,4.96,128.73,59.72,33.73
T002700,S09,2025-06-05,Grocery,3,FreshFarm,East,8.62,12.72,40.0,4.58,130.1,38.16,12.3
T000743,S10,2025-01-16,Grocery,4,FreshFarm,South,8.1,11.31,108.0,5.03,138.97,45.24,12.84
T000442,S11,2025-03-10,Sports,1,ActivePro,South,55.34,112.56,137.0,6.35,161.93,112.56,57.22
T000582,S27,2025-06-21,Electronics,1,NorthStar,West,287.7,335.69,36.0,4.26,145.28,335.69,47.99
T001576,S04,2025-05-12,Electronics,1,NorthStar,East,238.97,313.29,143.0,4.94,114.38,313.29,74.32
T002439,S14,2025-05-25,Home,6,BudgetSource,West,49.12,93.39,42.0,3.91,103.49,560.34,265.62
T002470,S04,2025-03-05,Electronic,6,NorthStar,East,221.67,299.01,60.0,3.85,97.03,1794.06,464.04
T002061,S15,2025-02-01,Sports,3,ActivePro,East,56.46,116.17,43.0,4.43,100.5,348.51,179.13
T000278,S07,2025-05-12,Home Goods,2,BudgetSource,North,43.82,82.97,85.0,4.84,124.17,165.94,78.3
T001660,S04,2025-02-08,Home,1,BudgetSource,East,47.74,87.54,151.0,3.38,82.65,87.54,39.8
T001741,S01,2025-06-16,Apparel,2,StyleHub,East,29.84,61.5,92.0,5.11,125.41,123.0,63.32
T001430,S02,2025-01-03,Grocery,2,,South,7.89,11.52,80.0,5.02,114.78,23.04,7.26
T001055,S16,2025-04-16,Grocery,1,FreshFarm,South,8.53,12.85,32.0,5.18,119.78,12.85,4.32
T001753,S11,2025-01-21,Electronics,5,NorthStar,South,212.62,277.44,23.0,4.43,137.67,1387.2,324.1
T001533,S14,2025-06-21,Grocery,4,FreshFarm,West,5.55,8.71,18.0,4.3,127.65,34.84,12.64
T000703,S02,2025-06-15,Home,7,BudgetSource,South,41.29,75.99,76.0,4.36,108.12,531.93,242.9
T001731,S27,2025-02-27,Sports,1,ActivePro,West,60.72,121.03,,4.81,150.72,121.03,60.31
T002699,S28,2025-05-12,Electronics,7,NorthStar,West,247.07,338.78,51.0,4.64,146.74,2371.46,641.97
T002055,S19,2025-04-06,Grocery,3,FreshFarm,South,9.63,14.76,115.0,3.77,106.16,44.28,15.39
T002153,S16,2025-02-26,Grocery,,FreshFarm,South,8.71,13.1,21.0,3.12,65.4,,
T001483,S30,2025-06-03,Electronics,3,NorthStar,West,273.49,332.83,54.0,6.68,201.33,998.49,178.02
T000810,S29,2025-01-31,Sports,2,ActivePro,West,59.47,106.3,13.0,4.17,111.95,212.6,93.66
T002075,S09,2025-05-25,Sports,2,ActivePro,East,55.98,116.45,91.0,5.76,134.75,232.9,120.94
T000443,S15,2025-05-21,Home,2,BudgetSource,East,48.45,89.69,122.0,3.69,92.66,179.38,82.48
T001381,S28,2025-05-15,Home,2,BudgetSource,West,39.4,66.98,34.0,3.41,117.18,133.96,55.16
T002763,S16,2025-03-02,Grocery,5,FreshFarm,South,8.8,13.59,109.0,2.65,51.75,67.95,23.95
T001267,S30,2025-03-21,Apparel,2,StyleHub,West,24.79,53.05,32.0,4.73,120.82,106.1,56.52
T000952,S18,2025-05-21,Electronics,2,NorthStar,West,284.27,388.4,34.0,4.54,135.78,776.8,208.26
T002454,S04,2025-06-20,Electronics,3,NorthStar,East,220.23,279.75,13.0,4.4,97.67,839.25,178.56
T000597,S21,2025-01-27,Grocery,6,FreshFarm,North,8.54,13.16,34.0,3.46,97.88,78.96,27.72
